,asr_transcript,uniqueId
585,Washroom heat up ,8B9N9jOOXGUordVG-3a1fb0d045ea11e9b578494a5b19ab8b
586,Turned down the temperature ,8B9N9jOOXGUordVG-3ae0c8d045e811e9b578494a5b19ab8b
587,Turn up the heat ,8B9N9jOOXGUordVG-3b4c9c4045e311e981ce69b74fd7e64e
588,Turn the lamp off ,8B9N9jOOXGUordVG-3b6055e045e411e9b578494a5b19ab8b
589,Go get me some juice ,8B9N9jOOXGUordVG-3b683dc045e711e9b578494a5b19ab8b
590,Turn volume up ,8B9N9jOOXGUordVG-3b9e2ff045e911e9b578494a5b19ab8b
591,Turn the heat up in the wash room ,8B9N9jOOXGUordVG-3de2820045e611e9b578494a5b19ab8b
592,Increase the temperature in the wash room ,8B9N9jOOXGUordVG-3dfc27b045ea11e9b578494a5b19ab8b
593,Turn the temperature down ,8B9N9jOOXGUordVG-3dfe357045e811e9b578494a5b19ab8b
594,Switch off the lamp ,8B9N9jOOXGUordVG-3ec3570045e411e9b578494a5b19ab8b
595,Turn sound up ,8B9N9jOOXGUordVG-3eeac2e045e911e9b578494a5b19ab8b
596,Raymie my socks ,8B9N9jOOXGUordVG-40616f4045e711e9b578494a5b19ab8b
597,Turn the heat up ,8B9N9jOOXGUordVG-407e1bd045e311e981ce69b74fd7e64e
598,Turned down the heat ,8B9N9jOOXGUordVG-412d073045e811e9b578494a5b19ab8b
599,Increase the heating in the wash room ,8B9N9jOOXGUordVG-4310343045ea11e9b578494a5b19ab8b
600,Lamp off ,8B9N9jOOXGUordVG-4352ca3045e411e9b578494a5b19ab8b
601,Washroom heat up ,8B9N9jOOXGUordVG-4356d6f045e611e9b578494a5b19ab8b
602,Turn it up ,8B9N9jOOXGUordVG-43691f1045e911e9b578494a5b19ab8b
603,Get me my socks ,8B9N9jOOXGUordVG-43d3648045e711e9b578494a5b19ab8b
604,Increase the volume ,8B9N9jOOXGUordVG-4415d6a045e511e9b578494a5b19ab8b
605,Turn down the temperature ,8B9N9jOOXGUordVG-446456b045e311e981ce69b74fd7e64e
606,Turned the heat down ,8B9N9jOOXGUordVG-45c5c93045e811e9b578494a5b19ab8b
607,Make it louder ,8B9N9jOOXGUordVG-463adcb045e911e9b578494a5b19ab8b
608,Switch the lights on ,8B9N9jOOXGUordVG-47eaeff045e411e9b578494a5b19ab8b
609,Turn the temperature down ,8B9N9jOOXGUordVG-483cd5f045e311e981ce69b74fd7e64e
610,Bring socks ,8B9N9jOOXGUordVG-4860dbe045e711e9b578494a5b19ab8b
611,Increase the temperature in the washroom ,8B9N9jOOXGUordVG-4910e77045e611e9b578494a5b19ab8b
612,Turn up the bathroom temperature ,8B9N9jOOXGUordVG-4932073045ea11e9b578494a5b19ab8b
613,Turn off the music ,8B9N9jOOXGUordVG-4936fb2045e811e9b578494a5b19ab8b
614,Increase the sound volume ,8B9N9jOOXGUordVG-499acd6045e511e9b578494a5b19ab8b
615,Louder ,8B9N9jOOXGUordVG-4a2b77d045e911e9b578494a5b19ab8b
616,Bring my socks ,8B9N9jOOXGUordVG-4b9245b045e711e9b578494a5b19ab8b
617,Turn the temperature up in the bathroom ,8B9N9jOOXGUordVG-4d13d54045ea11e9b578494a5b19ab8b
618,Turned down the heat ,8B9N9jOOXGUordVG-4d3432b045e311e981ce69b74fd7e64e
619,I need volume ,8B9N9jOOXGUordVG-4d35a76045e511e9b578494a5b19ab8b
620,Volume max ,8B9N9jOOXGUordVG-4d43663045e911e9b578494a5b19ab8b
621,Increase the heating in the wash room ,8B9N9jOOXGUordVG-4d73cc6045e611e9b578494a5b19ab8b
622,Go get me my socks ,8B9N9jOOXGUordVG-4f2cf8a045e711e9b578494a5b19ab8b
623,Increase the sound ,8B9N9jOOXGUordVG-5095743045e511e9b578494a5b19ab8b
624,Turn the heat down ,8B9N9jOOXGUordVG-50c2628045e311e981ce69b74fd7e64e
625,Turn up the heat in the bathroom ,8B9N9jOOXGUordVG-50d263e045ea11e9b578494a5b19ab8b
626,Louder place ,8B9N9jOOXGUordVG-515fa53045e911e9b578494a5b19ab8b
627,Fetch my socks ,8B9N9jOOXGUordVG-52bc12d045e711e9b578494a5b19ab8b
628,Turn up the bathroom temperature ,8B9N9jOOXGUordVG-5343129045e611e9b578494a5b19ab8b
629,Turn on the kitchen lights ,8B9N9jOOXGUordVG-5449bf1045e411e9b578494a5b19ab8b
630,Turn the heat up in the bathroom ,8B9N9jOOXGUordVG-54621a5045ea11e9b578494a5b19ab8b
631,Increase the volume ,8B9N9jOOXGUordVG-54bc16a045e911e9b578494a5b19ab8b
632,Louder phone ,8B9N9jOOXGUordVG-557eee4045e511e9b578494a5b19ab8b
633,Turn off the music ,8B9N9jOOXGUordVG-56003e2045e311e981ce69b74fd7e64e
634,Stop the music ,8B9N9jOOXGUordVG-56d2b71045e811e9b578494a5b19ab8b
635,Turned the temperature up in the bathroom ,8B9N9jOOXGUordVG-5781f4c045e611e9b578494a5b19ab8b
636,Bathroom heat up ,8B9N9jOOXGUordVG-57863db045ea11e9b578494a5b19ab8b
637,Bring me my shoes ,8B9N9jOOXGUordVG-57faffe045e711e9b578494a5b19ab8b
638,Increase the sound volume ,8B9N9jOOXGUordVG-5857b3f045e911e9b578494a5b19ab8b
639,Switch on the kitchen lights ,8B9N9jOOXGUordVG-58d00a8045e411e9b578494a5b19ab8b
640,I can't hear that ,8B9N9jOOXGUordVG-59462f7045e511e9b578494a5b19ab8b
641,Play ,8B9N9jOOXGUordVG-59fa83f045e811e9b578494a5b19ab8b
642,Increase the temperature in the bathroom ,8B9N9jOOXGUordVG-5b514f7045ea11e9b578494a5b19ab8b
643,Get me my shoes ,8B9N9jOOXGUordVG-5b838a6045e711e9b578494a5b19ab8b
644,I need volume ,8B9N9jOOXGUordVG-5b8ca03045e911e9b578494a5b19ab8b
645,Turn the lights on in the kitchen ,8B9N9jOOXGUordVG-5d0fb00045e411e9b578494a5b19ab8b
646,Turn out the heat and the bathroom ,8B9N9jOOXGUordVG-5d4ca71045e611e9b578494a5b19ab8b
647,To quiet ,8B9N9jOOXGUordVG-5e0e8cf045e511e9b578494a5b19ab8b
648,Bring shoes ,8B9N9jOOXGUordVG-5e8bc15045e711e9b578494a5b19ab8b
649,Increase the sound ,8B9N9jOOXGUordVG-5ed625e045e911e9b578494a5b19ab8b
650,Put on the music ,8B9N9jOOXGUordVG-5ed6426045e811e9b578494a5b19ab8b
651,Increase the heating in the bathroom ,8B9N9jOOXGUordVG-5eda9d4045ea11e9b578494a5b19ab8b
652,Turn the heat up in the bathroom ,8B9N9jOOXGUordVG-6110b3f045e611e9b578494a5b19ab8b
653,That's you quiet ,8B9N9jOOXGUordVG-614219a045e511e9b578494a5b19ab8b
654,Bring my shoes ,8B9N9jOOXGUordVG-619075d045e711e9b578494a5b19ab8b
655,Switch on the lights in the kitchen ,8B9N9jOOXGUordVG-61d3047045e411e9b578494a5b19ab8b
656,Make it cooler ,8B9N9jOOXGUordVG-61f60e1045ea11e9b578494a5b19ab8b
657,Stop the music ,8B9N9jOOXGUordVG-621ef70045e311e981ce69b74fd7e64e
658,Louder phone ,8B9N9jOOXGUordVG-627d5bf045e911e9b578494a5b19ab8b
659,Go get me my shoes ,8B9N9jOOXGUordVG-64d6c73045e711e9b578494a5b19ab8b
660,Play ,8B9N9jOOXGUordVG-65abc74045e311e981ce69b74fd7e64e
661,Less heat ,8B9N9jOOXGUordVG-667888f045ea11e9b578494a5b19ab8b
662,Start the music ,8B9N9jOOXGUordVG-6685933045e811e9b578494a5b19ab8b
663,Bathroom heat up ,8B9N9jOOXGUordVG-669c135045e611e9b578494a5b19ab8b
664,Far too quiet ,8B9N9jOOXGUordVG-66b228d045e511e9b578494a5b19ab8b
665,I can't hear that ,8B9N9jOOXGUordVG-67482a7045e911e9b578494a5b19ab8b
666,Lights on in the kitchen ,8B9N9jOOXGUordVG-67c49fb045e411e9b578494a5b19ab8b
667,Fetch my shoes ,8B9N9jOOXGUordVG-67f56c5045e711e9b578494a5b19ab8b
668,Heat down ,8B9N9jOOXGUordVG-69687cf045ea11e9b578494a5b19ab8b
669,Turn on the lamp ,8B9N9jOOXGUordVG-699da8a045e811e9b578494a5b19ab8b
670,Put on the music ,8B9N9jOOXGUordVG-69f5cd0045e311e981ce69b74fd7e64e
671,To quiet ,8B9N9jOOXGUordVG-6a2ea89045e911e9b578494a5b19ab8b
672,Turn the sound up ,8B9N9jOOXGUordVG-6a81a76045e511e9b578494a5b19ab8b
673,Increase the temperature in the bathroom ,8B9N9jOOXGUordVG-6b2237b045e611e9b578494a5b19ab8b
674,Allow a different language ,8B9N9jOOXGUordVG-6b8c75c045e711e9b578494a5b19ab8b
675,That's too quiet ,8B9N9jOOXGUordVG-6d684fc045e911e9b578494a5b19ab8b
676,Decrease the temperature ,8B9N9jOOXGUordVG-6d7a0d9045ea11e9b578494a5b19ab8b
677,Kitchen lights on ,8B9N9jOOXGUordVG-6e2d18a045e411e9b578494a5b19ab8b
678,Switch on the lamp ,8B9N9jOOXGUordVG-6e673ea045e811e9b578494a5b19ab8b
679,Play the music ,8B9N9jOOXGUordVG-6eabb3f045e311e981ce69b74fd7e64e
680,Use a different language ,8B9N9jOOXGUordVG-6eef28c045e711e9b578494a5b19ab8b
681,Increase the heating in the bathroom ,8B9N9jOOXGUordVG-6f34b2b045e611e9b578494a5b19ab8b
682,Decrease the haiti ,8B9N9jOOXGUordVG-70a005b045ea11e9b578494a5b19ab8b
683,I need to hear this increase the volume ,8B9N9jOOXGUordVG-70d4757045e511e9b578494a5b19ab8b
684,Far too quiet ,8B9N9jOOXGUordVG-70ffa75045e911e9b578494a5b19ab8b
685,Turn the lamp on ,8B9N9jOOXGUordVG-71c2297045e811e9b578494a5b19ab8b
686,Changed the language ,8B9N9jOOXGUordVG-726c68a045e711e9b578494a5b19ab8b
687,Switch the kitchen lights on ,8B9N9jOOXGUordVG-72b9ccb045e411e9b578494a5b19ab8b
688,Make it cooler ,8B9N9jOOXGUordVG-73e6a20045e611e9b578494a5b19ab8b
689,Turn the sound up ,8B9N9jOOXGUordVG-7413ec3045e911e9b578494a5b19ab8b
690,Start the music ,8B9N9jOOXGUordVG-741c867045e311e981ce69b74fd7e64e
691,Could you decrease the haiti ,8B9N9jOOXGUordVG-7426bb7045ea11e9b578494a5b19ab8b
692,Lampon ,8B9N9jOOXGUordVG-74f9d4d045e811e9b578494a5b19ab8b
693,I couldn't hear anything turn up the volume ,8B9N9jOOXGUordVG-752c0fc045e511e9b578494a5b19ab8b
694,Switch the language ,8B9N9jOOXGUordVG-75e90c4045e711e9b578494a5b19ab8b
695,Less heat ,8B9N9jOOXGUordVG-768ff01045e611e9b578494a5b19ab8b
696,Could you decrease the hating please ,8B9N9jOOXGUordVG-782d4f9045ea11e9b578494a5b19ab8b
697,I need to hear this increase the volume ,8B9N9jOOXGUordVG-78470e9045e911e9b578494a5b19ab8b
698,Turn off the lamp ,8B9N9jOOXGUordVG-795d7d1045e811e9b578494a5b19ab8b
699,Switch language ,8B9N9jOOXGUordVG-796f73e045e711e9b578494a5b19ab8b
700,Turn the kitchen lights on ,8B9N9jOOXGUordVG-79dd584045e411e9b578494a5b19ab8b
701,He'd down ,8B9N9jOOXGUordVG-7ae73c4045e611e9b578494a5b19ab8b
702,The biddy have sounded too low turn up the volume ,8B9N9jOOXGUordVG-7bf6ccf045e511e9b578494a5b19ab8b
703,Turned down the temperature in the kitchen ,8B9N9jOOXGUordVG-7c64428045ea11e9b578494a5b19ab8b
704,Turn the lamp off ,8B9N9jOOXGUordVG-7ca491c045e811e9b578494a5b19ab8b
705,I couldn't hear anything turn up the volume ,8B9N9jOOXGUordVG-7cda525045e911e9b578494a5b19ab8b
706,Switch languages ,8B9N9jOOXGUordVG-7d43865045e711e9b578494a5b19ab8b
707,Decrease the temperature ,8B9N9jOOXGUordVG-7e41d8f045e611e9b578494a5b19ab8b
708,Turn on the lights in the bedroom ,8B9N9jOOXGUordVG-7f3a2d9045e411e9b578494a5b19ab8b
709,Decrease volume ,8B9N9jOOXGUordVG-7f817a5045e511e9b578494a5b19ab8b
710,Turn the kitchen temperature down ,8B9N9jOOXGUordVG-809cbc1045ea11e9b578494a5b19ab8b
711,Changed system language ,8B9N9jOOXGUordVG-8108f2c045e711e9b578494a5b19ab8b
712,Switch off the lamp ,8B9N9jOOXGUordVG-8153e90045e811e9b578494a5b19ab8b
713,Decrease the heating ,8B9N9jOOXGUordVG-816957b045e611e9b578494a5b19ab8b
714,Turn the bedroom lights on ,8B9N9jOOXGUordVG-8372590045e411e9b578494a5b19ab8b
715,Turn volume down ,8B9N9jOOXGUordVG-83a0eda045e511e9b578494a5b19ab8b
716,Lamp off ,8B9N9jOOXGUordVG-843006e045e811e9b578494a5b19ab8b
717,Open language settings ,8B9N9jOOXGUordVG-84980cf045e711e9b578494a5b19ab8b
718,This video sound is too low turn up the volume ,8B9N9jOOXGUordVG-84a36cb045e911e9b578494a5b19ab8b
719,Could you decrease the heating ,8B9N9jOOXGUordVG-84c3a64045e611e9b578494a5b19ab8b
720,Turned down the heat in the kitchen ,8B9N9jOOXGUordVG-84e980f045ea11e9b578494a5b19ab8b
721,Switch on the lights in the bedroom ,8B9N9jOOXGUordVG-87b2259045e411e9b578494a5b19ab8b
722,Turn sound down ,8B9N9jOOXGUordVG-87cd323045e511e9b578494a5b19ab8b
723,Decrease volume ,8B9N9jOOXGUordVG-883ebbe045e911e9b578494a5b19ab8b
724,Switch in the lights on ,8B9N9jOOXGUordVG-88e6d83045e811e9b578494a5b19ab8b
725,Turned the heat down in the kitchen ,8B9N9jOOXGUordVG-89475cd045ea11e9b578494a5b19ab8b
726,Said the language ,8B9N9jOOXGUordVG-896859b045e711e9b578494a5b19ab8b
727,Could you decrease the hating please ,8B9N9jOOXGUordVG-899e2c3045e611e9b578494a5b19ab8b
728,Decrease audio volume ,8B9N9jOOXGUordVG-8bb14a3045e511e9b578494a5b19ab8b
729,Turn volume down ,8B9N9jOOXGUordVG-8bc7466045e911e9b578494a5b19ab8b
730,Switch the bedroom lights on ,8B9N9jOOXGUordVG-8c1817c045e411e9b578494a5b19ab8b
731,Turn on the kitchen lights ,8B9N9jOOXGUordVG-8c49b24045e811e9b578494a5b19ab8b
732,Language settings ,8B9N9jOOXGUordVG-8cb9f5b045e711e9b578494a5b19ab8b
733,Kitchen he down ,8B9N9jOOXGUordVG-8ceb107045ea11e9b578494a5b19ab8b
734,Turned down the temperature in the kitchen ,8B9N9jOOXGUordVG-8d9e57b045e611e9b578494a5b19ab8b
735,Turned sound down ,8B9N9jOOXGUordVG-8f7cd45045e911e9b578494a5b19ab8b
736,Reduce audio volume ,8B9N9jOOXGUordVG-8fd8379045e511e9b578494a5b19ab8b
737,Said line which to chinese ,8B9N9jOOXGUordVG-906e994045e711e9b578494a5b19ab8b
738,Decrease the temperature in the kitchen ,8B9N9jOOXGUordVG-90c8239045ea11e9b578494a5b19ab8b
739,Lights on and the bedroom ,8B9N9jOOXGUordVG-914cf2b045e411e9b578494a5b19ab8b
740,Turn the kinship kitchen temperature down ,8B9N9jOOXGUordVG-91d300b045e611e9b578494a5b19ab8b
741,Switch on the kitchen lights ,8B9N9jOOXGUordVG-9260139045e811e9b578494a5b19ab8b
742,Said language to jarman ,8B9N9jOOXGUordVG-93a7f25045e711e9b578494a5b19ab8b
743,Daiquiri saadi o volume ,8B9N9jOOXGUordVG-93f0f75045e911e9b578494a5b19ab8b
744,Turn it down ,8B9N9jOOXGUordVG-9428a5f045e511e9b578494a5b19ab8b
745,Bedroom lights on ,8B9N9jOOXGUordVG-94b460a045e411e9b578494a5b19ab8b
746,J creased the heating in the kitchen ,8B9N9jOOXGUordVG-94e01cd045ea11e9b578494a5b19ab8b
747,Turned down the heat in the kitchen ,8B9N9jOOXGUordVG-9600cbe045e611e9b578494a5b19ab8b
748,Turn the lights on in the kitchen ,8B9N9jOOXGUordVG-9666f5d045e811e9b578494a5b19ab8b
749,Said language to corinne ,8B9N9jOOXGUordVG-97370c8045e711e9b578494a5b19ab8b
750,Quieter ,8B9N9jOOXGUordVG-975813f045e511e9b578494a5b19ab8b
751,Reduce audio volume ,8B9N9jOOXGUordVG-97ef752045e911e9b578494a5b19ab8b
752,Switch on the lights in the kitchen ,8B9N9jOOXGUordVG-9a6573a045e811e9b578494a5b19ab8b
753,Turn on the lights ,8B9N9jOOXGUordVG-9a8b59e045e211e981ce69b74fd7e64e
754,Said language to english ,8B9N9jOOXGUordVG-9ac1b9e045e711e9b578494a5b19ab8b
755,Turn on the washroom lights ,8B9N9jOOXGUordVG-9b2c1bd045e411e9b578494a5b19ab8b
756,Turned down the temperature in the bedroom ,8B9N9jOOXGUordVG-9b59d3d045ea11e9b578494a5b19ab8b
757,Turn the heat down in the kitchen ,8B9N9jOOXGUordVG-9b8378b045e611e9b578494a5b19ab8b
758,Volume mute ,8B9N9jOOXGUordVG-9c28aed045e511e9b578494a5b19ab8b
759,Turn it down ,8B9N9jOOXGUordVG-9cdcbfc045e911e9b578494a5b19ab8b
760,Lights on in the kitchen ,8B9N9jOOXGUordVG-9e30103045e811e9b578494a5b19ab8b
761,Said magnifies the chinese ,8B9N9jOOXGUordVG-9e5eddd045e711e9b578494a5b19ab8b
762,Kitchen heat down ,8B9N9jOOXGUordVG-9ef7def045e611e9b578494a5b19ab8b
763,Turn the washroom lights on ,8B9N9jOOXGUordVG-9f755e4045e411e9b578494a5b19ab8b
764,Lower the volume ,8B9N9jOOXGUordVG-9f7d7f2045e511e9b578494a5b19ab8b
765,Quieter ,8B9N9jOOXGUordVG-9fddf1d045e911e9b578494a5b19ab8b
766,Turned the temperature in the badger him down ,8B9N9jOOXGUordVG-9fe21b1045ea11e9b578494a5b19ab8b
767,Kitchen lights on ,8B9N9jOOXGUordVG-a1e1586045e811e9b578494a5b19ab8b
768,Decrease the temperature in the kitchen ,8B9N9jOOXGUordVG-a3006ee045e611e9b578494a5b19ab8b
769,O k now switch the mang language to chinese ,8B9N9jOOXGUordVG-a32fede045e711e9b578494a5b19ab8b
770,Volume mute ,8B9N9jOOXGUordVG-a38f611045e911e9b578494a5b19ab8b
771,Switch on the washroom lights ,8B9N9jOOXGUordVG-a398540045e411e9b578494a5b19ab8b
772,Change language ,8B9N9jOOXGUordVG-a3c912e045e211e981ce69b74fd7e64e
773,Turned down the bedroom heat ,8B9N9jOOXGUordVG-a41341a045ea11e9b578494a5b19ab8b
774,Volume lower ,8B9N9jOOXGUordVG-a445b59045e511e9b578494a5b19ab8b
775,Switch the kitchen lights on ,8B9N9jOOXGUordVG-a5ef3f8045e811e9b578494a5b19ab8b
776,Decrease the heating in the kitchen ,8B9N9jOOXGUordVG-a6fa58d045e611e9b578494a5b19ab8b
777,Lower the volume ,8B9N9jOOXGUordVG-a70c2bc045e911e9b578494a5b19ab8b
778,Life's on and the wash room ,8B9N9jOOXGUordVG-a79e72f045e411e9b578494a5b19ab8b
779,Decrease the volume ,8B9N9jOOXGUordVG-a7fa321045e511e9b578494a5b19ab8b
780,Turn the bedroom heat down ,8B9N9jOOXGUordVG-a860f0e045ea11e9b578494a5b19ab8b
781,O k now switch the main language to jarman ,8B9N9jOOXGUordVG-a990297045e711e9b578494a5b19ab8b
782,Turn the kitchen lights on ,8B9N9jOOXGUordVG-a9a0d5d045e811e9b578494a5b19ab8b
783,Volume lower ,8B9N9jOOXGUordVG-aac674a045e911e9b578494a5b19ab8b
784,Turned down the temperature in the bedroom ,8B9N9jOOXGUordVG-ab423bb045e611e9b578494a5b19ab8b
785,Decrease sound levels ,8B9N9jOOXGUordVG-ab8fb4e045e511e9b578494a5b19ab8b
786,Bedroom heat down ,8B9N9jOOXGUordVG-ac0c93c045ea11e9b578494a5b19ab8b
787,Washroom lights on ,8B9N9jOOXGUordVG-acce92f045e411e9b578494a5b19ab8b
788,Turn on the lights in the bedroom ,8B9N9jOOXGUordVG-ad96a11045e811e9b578494a5b19ab8b
789,Decrease the volume ,8B9N9jOOXGUordVG-ae68538045e911e9b578494a5b19ab8b
790,Too loud ,8B9N9jOOXGUordVG-ae99e7a045e511e9b578494a5b19ab8b
791,O k now switched the light the main language to korean ,8B9N9jOOXGUordVG-aec0bea045e711e9b578494a5b19ab8b
792,Turned the temperature in the bedroom down ,8B9N9jOOXGUordVG-af69291045e611e9b578494a5b19ab8b
793,Decrease the temperature in the bedroom ,8B9N9jOOXGUordVG-b0b02b3045ea11e9b578494a5b19ab8b
794,Turn the bedroom lights on ,8B9N9jOOXGUordVG-b0fab3a045e811e9b578494a5b19ab8b
795,Turn on the bathroom lights ,8B9N9jOOXGUordVG-b159995045e411e9b578494a5b19ab8b
796,That's too loud ,8B9N9jOOXGUordVG-b1bc0f3045e511e9b578494a5b19ab8b
797,Jacquerie sound levels ,8B9N9jOOXGUordVG-b224712045e911e9b578494a5b19ab8b
798,Turn down the bedroom heat ,8B9N9jOOXGUordVG-b32cc0c045e611e9b578494a5b19ab8b
799,Switch on the lights in the bedroom ,8B9N9jOOXGUordVG-b4ada98045e811e9b578494a5b19ab8b
800,O k now switch the main language to english ,8B9N9jOOXGUordVG-b4dcec5045e711e9b578494a5b19ab8b
801,Decrease a heating in the bedroom ,8B9N9jOOXGUordVG-b4f37a3045ea11e9b578494a5b19ab8b
802,Far too loud ,8B9N9jOOXGUordVG-b5402ce045e511e9b578494a5b19ab8b
803,Turn the bathroom lights on ,8B9N9jOOXGUordVG-b5a1070045e411e9b578494a5b19ab8b
804,Too loud ,8B9N9jOOXGUordVG-b694eaa045e911e9b578494a5b19ab8b
805,Switch the bedroom lights on ,8B9N9jOOXGUordVG-b88390b045e811e9b578494a5b19ab8b
806,Turn the bedroom heat down ,8B9N9jOOXGUordVG-b891373045e611e9b578494a5b19ab8b
807,Make it quieter ,8B9N9jOOXGUordVG-b89b65d045e511e9b578494a5b19ab8b
808,Turned down the washroom temperature ,8B9N9jOOXGUordVG-b928715045ea11e9b578494a5b19ab8b
809,Semi felons language to chinese ,8B9N9jOOXGUordVG-b92c494045e711e9b578494a5b19ab8b
810,That's too loud ,8B9N9jOOXGUordVG-b992c15045e911e9b578494a5b19ab8b
811,Resume ,8B9N9jOOXGUordVG-b9a3404045e211e981ce69b74fd7e64e
812,Switch on the bathroom lights ,8B9N9jOOXGUordVG-badff41045e411e9b578494a5b19ab8b
813,Lights on and the bedroom ,8B9N9jOOXGUordVG-bbdc58a045e811e9b578494a5b19ab8b
814,Bedroom heat down ,8B9N9jOOXGUordVG-bc4342b045e611e9b578494a5b19ab8b
815,Far too loud ,8B9N9jOOXGUordVG-bc5cb6c045e911e9b578494a5b19ab8b
816,It's too loud turn it down ,8B9N9jOOXGUordVG-bc7d5af045e511e9b578494a5b19ab8b
817,Send thy founds language to german ,8B9N9jOOXGUordVG-bd46174045e711e9b578494a5b19ab8b
818,Lights on and the bathroom ,8B9N9jOOXGUordVG-bedaa15045e411e9b578494a5b19ab8b
819,Turn the temperature down in the wash room ,8B9N9jOOXGUordVG-bf8f63a045ea11e9b578494a5b19ab8b
820,Decrease the temperature in the bedroom ,8B9N9jOOXGUordVG-c021403045e611e9b578494a5b19ab8b
821,It's too loud turned the volume down ,8B9N9jOOXGUordVG-c08acce045e511e9b578494a5b19ab8b
822,Volume down ,8B9N9jOOXGUordVG-c0929c7045e211e981ce69b74fd7e64e
823,Bedroom lights on ,8B9N9jOOXGUordVG-c0d451a045e811e9b578494a5b19ab8b
824,Make it quieter ,8B9N9jOOXGUordVG-c1118c4045e911e9b578494a5b19ab8b
825,Set my pounds language to corinne ,8B9N9jOOXGUordVG-c11a50c045e711e9b578494a5b19ab8b
826,Bathroom lights on ,8B9N9jOOXGUordVG-c2a5da2045e411e9b578494a5b19ab8b
827,Turned down the heat and the wash room ,8B9N9jOOXGUordVG-c3a1dea045ea11e9b578494a5b19ab8b
828,Increase the temperature ,8B9N9jOOXGUordVG-c43a676045e511e9b578494a5b19ab8b
829,Turn on the washroom lights ,8B9N9jOOXGUordVG-c472870045e811e9b578494a5b19ab8b
830,It's too loud turn it down ,8B9N9jOOXGUordVG-c4de4bb045e911e9b578494a5b19ab8b
831,Set my founds language to english ,8B9N9jOOXGUordVG-c55c674045e711e9b578494a5b19ab8b
832,Decrease the heating in the bedroom ,8B9N9jOOXGUordVG-c5fc1f2045e611e9b578494a5b19ab8b
833,Switched the lights off ,8B9N9jOOXGUordVG-c72c9ac045e411e9b578494a5b19ab8b
834,Turn the washroom lights on ,8B9N9jOOXGUordVG-c81f897045e811e9b578494a5b19ab8b
835,Turn the lights on ,8B9N9jOOXGUordVG-c8b1ed2045e211e981ce69b74fd7e64e
836,Increase by heating ,8B9N9jOOXGUordVG-c9f206e045e511e9b578494a5b19ab8b
837,Turn the heat down in the wash room ,8B9N9jOOXGUordVG-c9f485a045ea11e9b578494a5b19ab8b
838,Turned down the washroom temperature ,8B9N9jOOXGUordVG-ca00de8045e611e9b578494a5b19ab8b
839,It's too loud turn the volume down ,8B9N9jOOXGUordVG-ca4ab16045e911e9b578494a5b19ab8b
840,I need to practised my chinese switch the language ,8B9N9jOOXGUordVG-ca5a7ac045e711e9b578494a5b19ab8b
841,Turn off the kitchen lights ,8B9N9jOOXGUordVG-cc26417045e411e9b578494a5b19ab8b
842,Could you increase the heating ,8B9N9jOOXGUordVG-cdda3d9045e511e9b578494a5b19ab8b
843,Increase the temperature ,8B9N9jOOXGUordVG-ce0b89f045e911e9b578494a5b19ab8b
844,Switch on the washroom lights ,8B9N9jOOXGUordVG-ce0bcd8045e811e9b578494a5b19ab8b
845,Decrease the temperature in the wash room ,8B9N9jOOXGUordVG-ce80c48045ea11e9b578494a5b19ab8b
846,Turn the life's off in the kitchen ,8B9N9jOOXGUordVG-d01c0cb045e411e9b578494a5b19ab8b
847,Turn the temperature down in the wash room ,8B9N9jOOXGUordVG-d03e76e045e611e9b578494a5b19ab8b
848,At eight a practised my garments which the language ,8B9N9jOOXGUordVG-d09490b045e711e9b578494a5b19ab8b
849,Lights on and the washroom ,8B9N9jOOXGUordVG-d1df43b045e811e9b578494a5b19ab8b
850,Increase the heating ,8B9N9jOOXGUordVG-d2d1014045e911e9b578494a5b19ab8b
851,Decrease the heating in the wash room ,8B9N9jOOXGUordVG-d3016aa045ea11e9b578494a5b19ab8b
852,Turned down the heat and the washroom ,8B9N9jOOXGUordVG-d40ff14045e611e9b578494a5b19ab8b
853,Switch on the lights ,8B9N9jOOXGUordVG-d471bd2045e211e981ce69b74fd7e64e
854,And ate a practice my korean switch the language ,8B9N9jOOXGUordVG-d50afda045e711e9b578494a5b19ab8b
855,Switch ought the lights in the kitchen ,8B9N9jOOXGUordVG-d54f12e045e411e9b578494a5b19ab8b
856,Could you increase the heating ,8B9N9jOOXGUordVG-d63ded7045e911e9b578494a5b19ab8b
857,Washroom lights on ,8B9N9jOOXGUordVG-d6c90be045e811e9b578494a5b19ab8b
858,Turn the heat down in the wash room ,8B9N9jOOXGUordVG-d7fbd17045e611e9b578494a5b19ab8b
859,Switch the lights off in the kitchen ,8B9N9jOOXGUordVG-d962031045e411e9b578494a5b19ab8b
860,I made a practice my english switch the language ,8B9N9jOOXGUordVG-d999867045e711e9b578494a5b19ab8b
861,Turn on the bathroom lights ,8B9N9jOOXGUordVG-da31d96045e811e9b578494a5b19ab8b
862,Could you increase the heating please ,8B9N9jOOXGUordVG-da83fb9045e911e9b578494a5b19ab8b
863,Lights on ,8B9N9jOOXGUordVG-db26815045e211e981ce69b74fd7e64e
864,Could you increase the hating please ,8B9N9jOOXGUordVG-dbb5c1a045e511e9b578494a5b19ab8b
865,Jake rrisa temperature in the washroom ,8B9N9jOOXGUordVG-dc50fac045e611e9b578494a5b19ab8b
