,asr_transcript,uniqueId
608,Please turn lights on ,sample0608-1549
609,Kid meeting rome late to pink ,sample0609-0155
610,Please durn of nor dreed whom lights ,sample0610-1550
611,Please turn off lights everywhere ,sample0611-1551
612,Please turn off parking lights ,sample0612-1552
613,Please turn of the house light ,sample0613-1553
614,Please turn o flight ,sample0614-1554
615,Please turn off the lights of the king's room ,sample0615-1555
616,Please turn on the lights ,sample0616-1556
617,He's turn on the lights of changing room ,sample0617-1557
618,There's turned the pantry lights to level thirty nine ,sample0618-1558
619,Put on the serial bulbs in the dining room ,sample0619-1559
620,Change office lights to pique please ,sample0620-0156
621,We're delights in bow is on a dream ,sample0621-1560
622,But the lights on the vestibule ,sample0622-1561
623,Reduce greatness of light bunce ,sample0623-1562
624,So at green light ,sample0624-1563
625,Said brightness off all laid to fifteen ,sample0625-1564
626,Said dayton assault host stupidity ,sample0626-1565
627,Said brightness to foe ,sample0627-1566
628,Sat like a level twenty two ,sample0628-1567
629,Said the badger lights to thirty nine ,sample0629-1568
630,Said the colour of meeting room lights to blue ,sample0630-1569
631,Changed the backyard late to green ,sample0631-0157
632,The intensity of the two blakely to prevent ,sample0632-1570
633,Said the lights in the changing room to level twenty two ,sample0633-1571
634,Said the living room lights to ten per cent ,sample0634-1572
635,Said the badly brightness till dundee ,sample0635-1573
636,Seventy three is what brightness should be ,sample0636-1574
637,Shut off the kitchen light ,sample0637-1575
638,So much darkness in here turn up the bulbs ,sample0638-1576
639,Some light ,sample0639-1577
640,Some lay in the kitchen ,sample0640-1578
641,The lights in the kitchen ,sample0641-1579
642,Changed debasement brightness to seventy three ,sample0642-0158
643,Studio lights off ,sample0643-1580
644,Sturdier lights on please ,sample0644-1581
645,Switch bathroom by its ah ,sample0645-1582
646,Switch house lights off ,sample0646-1583
647,To his lights of ah ,sample0647-1584
648,Switch lights on ,sample0648-1585
649,Switch lights on and vestibule ,sample0649-1586
650,Dear pinto largely room late ,sample0650-1587
651,Switched off the bathroom lights ,sample0651-1588
652,Fit after lamps please ,sample0652-1589
653,Changed the basement brightness to too ,sample0653-0159
654,Switch off the light in the toiler ,sample0654-1590
655,Switch off the lights ,sample0655-1591
656,Which are beth to buell life oh ,sample0656-1592
657,Switched the garage like two pink ,sample0657-1593
658,Which the lamps off ,sample0658-1594
659,Switched the light blue ,sample0659-1595
660,Take all lights off as soon as possible ,sample0660-1596
661,The backyard is too bright canoe turned down a little ,sample0661-1597
662,The about doom lights need changed the blue ,sample0662-1598
663,But made no lights neat you've loaded ,sample0663-1599
664,I just the saw lights to twenty two ,sample0664-0016
665,Fain to the battle knights taboo ,sample0665-0160
666,The ball room is done take off the light ,sample0666-1600
667,The cellar as cold and dark these turn up the brightness ,sample0667-1601
668,The house is getting two little light turn off the brightness please ,sample0668-1602
669,The kitchen should not be so bright ,sample0669-1603
670,The large many room needs to be turned off ,sample0670-1604
671,The lie is too bright so turn it down the light is too bright so turn it down ,sample0671-1605
672,Like need you'd be blue in the studio ,sample0672-1606
673,The lou has too much lights ,sample0673-1607
674,The lou is a little dark turn up the brightness a little ,sample0674-1608
675,The office has too much light it gainst to be turned down ,sample0675-1609
676,Changed the brightness of the lights to grinned dupe listened ,sample0676-0161
677,The office is a little too dark these turn on the lights ,sample0677-1610
678,The parking area need the lights off ,sample0678-1611
679,The third needs more light ,sample0679-1612
680,The sun is going down and it's getting dark turned the lights up ,sample0680-1613
681,The toilets are too bright turned the lights down ,sample0681-1614
682,There is no one in the living room thick delights off ,sample0682-1615
683,This entire apartment is in darkness you need to turn the light brightness up ,sample0683-1616
684,This room is pretty dark just turned down the brightness ,sample0684-1617
685,Toilet light changed to level thirty nine ,sample0685-1618
686,A naughty kitchen load stooping color ,sample0686-1619
687,Changed the brightness to fifty and the entire apartment ,sample0687-0162
688,Occur in all lay bulbs into pink color ,sample0688-1620
689,Turn bathroom lights up ,sample0689-1621
690,Don bedroom red ,sample0690-1622
691,Condemn alighting in the pantry ,sample0691-1623
692,Turned down lights everywhere ,sample0692-1624
693,Don't down the brightness leaven of like boats ,sample0693-1625
694,Turned down the lamps a bit ,sample0694-1626
695,Turn down the lives of tad big please ,sample0695-1627
696,And don't delay chin that and dense room ,sample0696-1628
697,Don't igloo ,sample0697-1629
698,In the lifeless been i'd be lank onesime ,sample0698-0163
699,Don't let's read ,sample0699-1630
700,Torn lights up in house ,sample0700-1631
701,Down off all bedroom lamps blease ,sample0701-1632
702,Turn off bedroom lights ,sample0702-1633
703,Don't often dining room lights ,sample0703-1634
704,For an arc lights and loo ,sample0704-1635
705,Down off the lamps ,sample0705-1636
706,Turn off the lights ,sample0706-1637
707,Thrown off the lights in the bedroom ,sample0707-1638
708,Down off dollard lights ,sample0708-1639
709,Changed the brightness to twenty ,sample0709-0164
710,Turn of the sleights of ferdinand ,sample0710-1640
711,Turn on kitchen lights ,sample0711-1641
712,Turn on the changing room lights ,sample0712-1642
713,Turn on the garden light ,sample0713-1643
714,Voters ,sample0714-1644
715,The lodge in the book ,sample0715-1645
716,Turn on the lights and the children room ,sample0716-1646
717,Turn on the lights urgently ,sample0717-1647
718,Don't studio lives on ,sample0718-1648
719,Don't debasement lights mood ,sample0719-1649
720,Change the brightness to too ,sample0720-0165
721,Turned to bring the stem ,sample0721-1650
722,Turn the garden lights the brightness to please ,sample0722-1651
723,Turned the house light pink ,sample0723-1652
724,Dan the laid down in the back yard ,sample0724-1653
725,Dan de laid down in the bedroom ,sample0725-1654
726,Tom the lie down in the patio ,sample0726-1655
727,Turn the lights down ,sample0727-1656
728,Turned the light off ,sample0728-1657
729,When the light stupid ,sample0729-1658
730,Turn the lights up ,sample0730-1659
731,Change the bulbs to twelve per cent and brightness ,sample0731-0166
732,Turned to twilight pink ,sample0732-1660
733,Turn up light in basement ,sample0733-1661
734,Trend of light and flat ,sample0734-1662
735,Turn up the brightness ,sample0735-1663
736,Turn up the brightness in the patio ,sample0736-1664
737,Dan up the brightness in the studio ,sample0737-1665
738,Dan of delayed to hinder kitchen ,sample0738-1666
739,Why has everywhere so dark needs to turn up the brightness ,sample0739-1667
740,Why is it so bright near please turn it down a notch ,sample0740-1668
741,Why is there no lights in the waiting room turnin out please ,sample0741-1669
742,Chained that got our flesh to read ,sample0742-0167
743,Will you turn their brightness to level thirty nine ,sample0743-1670
744,Change the colour of the lights to blue and the dining room ,sample0744-0168
745,Changed the colour of the lights a blue ,sample0745-0169
746,Adjust the change of roman tensity of the lighting to two per cent ,sample0746-0017
747,Turned the corner of the late to green ,sample0747-0170
748,Seeing that the lot of the light stooping peace ,sample0748-0171
749,Changed the collar to blue ,sample0749-0172
750,Change the colors to pink ,sample0750-0173
751,Changed the cubicle lights up to ten ,sample0751-0174
752,Changed the garage lights to pique ,sample0752-0175
753,Changed the kid's bedroom light bulb color to green ,sample0753-0176
754,Changed the kitchen lights to green ,sample0754-0177
755,During the lion rhythm colored nobody ,sample0755-0178
756,Changed the laundry room lights the green ,sample0756-0179
757,Addressed the glow of the bald till apple too ,sample0757-0018
758,During the alarm but it'll m'leod steward ,sample0758-0180
759,Changed the light blue ,sample0759-0181
760,Chained that light coloured doping please ,sample0760-0182
761,Charged the light setting to on ,sample0761-0183
762,Changed the liked to blue ,sample0762-0184
763,Changed the liked to be ,sample0763-0185
764,Came to light a pink ,sample0764-0186
765,Change the lighting of the pantry to thirty nine ,sample0765-0187
766,During the lightning to him ,sample0766-0188
767,Came the lighting two fifty in the facilities ,sample0767-0189
768,Addressed the kid's lighting to ten ,sample0768-0019
769,Changed the light green ,sample0769-0190
770,Changed the lights in the child's bedroom to pink ,sample0770-0191
771,Changed the lights of the entrance to blue ,sample0771-0192
772,Changed the lights in the kid's bedroom to bloom ,sample0772-0193
773,Changed the lights in the parking area to green ,sample0773-0194
774,Came delights in the portly room ,sample0774-0195
775,Jane delayed thin that dialect green ,sample0775-0196
776,Into the light into blue ,sample0776-0197
777,Changed delights to green please ,sample0777-0198
778,Changed the whites to pink please ,sample0778-0199
779,Active garden lights ,sample0779-0002
780,Adjust the laundry room lighting the love of thirty nine ,sample0780-0020
781,Changed the lights to plant ,sample0781-0200
782,Changed the lights to read ,sample0782-0201
783,Changed the lights to read and the parking sexton ,sample0783-0202
784,Changed the living room lights to twenty ,sample0784-0203
785,Changelessly office liked to pink ,sample0785-0204
786,Jane adolphus lights to fifty ,sample0786-0205
787,Changed to parking room to green ,sample0787-0206
788,Changed the vestibule riding to two per cent ,sample0788-0207
789,Changed the yard lights to green ,sample0789-0208
790,Count toilettes like color to read ,sample0790-0209
791,I just delighting to level twenty two ,sample0791-0021
792,Click on the lights ,sample0792-0210
793,Colour changed lights to read ,sample0793-0211
794,Carlotta late spink ,sample0794-0212
795,Colour lights read ,sample0795-0213
796,Coloured the goods bedroom red ,sample0796-0214
797,Colour the lights read ,sample0797-0215
798,Interchange the brightness of the lights on the patio to seventy three ,sample0798-0216
799,Could you change the light to read ,sample0799-0217
800,And you increase the brightness of the lights ,sample0800-0218
801,Good ye increased the light bitterness in the dining room ,sample0801-0219
802,Adjust the light so it's less bright ,sample0802-0022
803,Can you make the lights in the basement rider ,sample0803-0220
804,Could you please turn my lights on ,sample0804-0221
805,Could you please don't write on i am bowl ,sample0805-0222
806,Could you switch on some lights ,sample0806-0223
807,Could you turn down the bedroom lights ,sample0807-0224
808,Could you trend alights on please ,sample0808-0225
809,But dolph found little garden light ,sample0809-0226
810,Cut the waiting room might ,sample0810-0227
811,Darken the waiting room ,sample0811-0228
812,It pleased brightness ,sample0812-0229
813,But just lights to the offsetting ,sample0813-0023
814,The creased brightness imbedded room ,sample0814-0230
815,Decreased brightness and boardroom by one third ,sample0815-0231
816,T crease brightness please ,sample0816-0232
817,Decrees the light brightness in kitten ,sample0817-0233
818,Dickory slight brightness please ,sample0818-0234
819,Great slights and house ,sample0819-0235
820,Decrease the brightness ,sample0820-0236
821,Decrease the brightness of the bulbs ,sample0821-0237
822,Grace the brightness of light and shed ,sample0822-0239
823,I just the living room brightness the level too ,sample0823-0024
824,Declares the brightness bees ,sample0824-0240
825,Decrease the intensity of the lights ,sample0825-0241
826,The increase the intensity of the lights and the kid's bedroom ,sample0826-0242
827,Decreased the intensity of the pantry lighting ,sample0827-0243
828,Decrease the light brightness in the cubicle ,sample0828-0244
829,Decrease delight intensity ,sample0829-0245
830,Decrease the light intensity in the entrance ,sample0830-0246
831,Decrease the light intensity in the entrance to zero ,sample0831-0247
832,Decrease the light intensity in the office ,sample0832-0248
833,Decrease the light intense thee in the vestibule to zero ,sample0833-0249
834,A just apparently liked to blue ,sample0834-0025
835,Decreased so light intensity to zero ,sample0835-0250
836,Decrease alighting in the laundry room ,sample0836-0251
837,Decrease the lighting so it's not so bright ,sample0837-0252
838,Decrease the lights intensity and my bedroom balcony ,sample0838-0253
839,Dim lights please ,sample0839-0254
840,M lights please ,sample0840-0255
841,Beamed the gives room ,sample0841-0256
842,To him the light in the kid's bedroom ,sample0842-0257
843,Damn the lighting completely in the waiting room ,sample0843-0258
844,Damn the lights ,sample0844-0259
845,I just that bad relating to level twenty nine ,sample0845-0026
846,Tim the lights completely in the living room ,sample0846-0260
847,Damn the lights for me ,sample0847-0261
848,Dim the lights in the backyard ,sample0848-0262
849,Damn the lights in the bathroom ,sample0849-0263
850,Damn the lights in the abroad ,sample0850-0264
851,Jim the lights in the living room ,sample0851-0265
852,Then the lights place ,sample0852-0266
853,And the lights place ,sample0853-0267
854,Then the lights ,sample0854-0268
855,Damn the studio aladdin ,sample0855-0269
856,Adjusted toilet lining to the two setting ,sample0856-0027
857,No mere farewell undone the laid song ,sample0857-0270
858,Do turn around my bedroom light now ,sample0858-0271
859,Don't forget to turn off the lights in the studio ,sample0859-0272
860,A lemonade entrance lights from shining ,sample0860-0273
861,Eliminate the lighting ,sample0861-0274
862,And the lives from shining in the cubicle ,sample0862-0275
863,And shared the lights are off in the waiting room ,sample0863-0276
864,Find the boats for the salon undone them up ,sample0864-0277
865,Let me more light ,sample0865-0278
866,Get me some lights indicatin ,sample0866-0279
867,I noticed that barnard slides took won't do ,sample0867-0028
868,Get rid of the lights in the bathroom ,sample0868-0280
869,Get the cellar lights on ,sample0869-0281
870,Did the larger room lights up to twenty two ,sample0870-0282
871,Get the lights on ,sample0871-0283
872,Get the lance on please ,sample0872-0284
873,Get the living room lights on please ,sample0873-0285
874,Give the room brighter please ,sample0874-0286
875,Give me more light in here ,sample0875-0287
876,Give me a maud late in the bedroom ,sample0876-0288
877,Give me pink lights ,sample0877-0289
878,I've just adorned its light stooped twenty ,sample0878-0029
879,Go ahead a turn the large meeting moonlight eh ,sample0879-0290
880,Go ahead and turned the laundry room lights up rider ,sample0880-0291
881,Go straight and turn on the lights ,sample0881-0292
882,Go go please shut off all light ,sample0882-0293
883,Gurgle shut off lights ,sample0883-0294
884,Have the beacon lights eh loyal brightness ,sample0884-0295
885,Have the light its colored blue ,sample0885-0296
886,Have the lights turned blue ,sample0886-0297
887,Help me changed the capello blue ,sample0887-0298
888,Help me degrees the brightness in back therefor ,sample0888-0299
889,Activate lights ,sample0889-0003
890,Like saphies turn off lights in back yard ,sample0890-0030
891,Help me to him the light the pantry ,sample0891-0300
892,Help me dim the lights ,sample0892-0301
893,Help me dim the lights place ,sample0893-0302
894,Help me make it sowed their light is nutshell bright ,sample0894-0303
895,Help me make then died apartment dread ,sample0895-0304
896,Help me make the entire house pink ,sample0896-0305
897,Help me make the light brighter ,sample0897-0306
898,Help me make the light green ,sample0898-0307
899,Help me make the light read ,sample0899-0308
900,Help me put on the lights ,sample0900-0309
901,Are you able to change the lights to turn to green ,sample0901-0031
902,Help me said the brightness stockwell ,sample0902-0310
903,Help me said the entrance late to too ,sample0903-0311
904,Help me said the light still fifty ,sample0904-0312
905,How can we stood the light the twenty ,sample0905-0313
906,Help me down on the night knees ,sample0906-0314
907,Help me turned the late on ,sample0907-0315
908,A goo or cut the lights in the kitchen ,sample0908-0316
909,Healeth get the light rightness flowering here ,sample0909-0317
910,I don't prefer the living room lights to be on any more ,sample0910-0318
911,I don't want it to be so bright ,sample0911-0319
912,Assistant i need my cubicle lights on ,sample0912-0032
913,I don't want it to be this bright ,sample0913-0320
914,I don't want backyard lights to be on ,sample0914-0321
915,I don't want the bedroom to be so riot ,sample0915-0322
916,I don't want the lads on any more ,sample0916-0323
917,I don't want to lights on in selah any more ,sample0917-0324
918,I don't want the lights on ,sample0918-0325
919,I don't want the lights to shine in the living room ,sample0919-0326
920,I don't want there to be any light on in the office ,sample0920-0327
921,I don't want there to be lights on any more ,sample0921-0328
922,I need a brightness sifting of dread of independently ,sample0922-0329
923,Assistant turn my lights on ,sample0923-0033
924,I need brighter lighting on the bed roofs ,sample0924-0330
925,I needed to be brighter and the cubicle ,sample0925-0331
926,Any writing ,sample0926-0332
927,I need leading in the kitchen ,sample0927-0333
928,I need lights on over the toilets ,sample0928-0334
929,I need more light ,sample0929-0335
930,I need my light here ,sample0930-0336
931,I need my bedroom brighter now ,sample0931-0337
932,He need my bedroom might lower ,sample0932-0338
933,I need my pantry set at ten brightness ,sample0933-0339
934,Make the brightness of light ,sample0934-0034
935,I need pink glinting in the office ,sample0935-0340
936,I need some light please ,sample0936-0341
937,I need some light plays in the kitchen ,sample0937-0342
938,I need some lives ,sample0938-0343
939,I'd lead some lights in the kitchen ,sample0939-0344
940,I need some more lights in here ,sample0940-0345
941,I need the cell of a light turned off ,sample0941-0346
942,I need delight ,sample0942-0347
943,I need the light in the kitchen ,sample0943-0348
944,Neither blake to be brighter ,sample0944-0349
945,Augment the brightness of the waiting room ,sample0945-0035
946,Need the like to be increased ,sample0946-0350
947,I need the lying cranked up a little ,sample0947-0351
948,I need the lights in like you to flanking the beset i thank thee ,sample0948-0352
949,I need delights in the gives room to be pink ,sample0949-0353
950,I knew dilates neared the die let to beat breda ,sample0950-0354
951,I need the lights off in the changing room ,sample0951-0355
952,I need the late soft in the entrance ,sample0952-0356
953,I need the lights to be blue now ,sample0953-0357
954,I need the lights to be blue ,sample0954-0358
955,He delights to be brighter ,sample0955-0359
956,Be sure that all the level of lighting it off ,sample0956-0036
957,I need delights to be dimmed ,sample0957-0360
958,I need the lights turned down a bit ,sample0958-0361
959,I made the lights turned off in the vestibule ,sample0959-0362
960,Neither room to be blow ,sample0960-0363
961,I made the said to have the light being on fifth eh ,sample0961-0364
962,I need two lamps are laugh now ,sample0962-0365
963,I need new lamps all off now blease ,sample0963-0366
964,I need you to increase the intensity of the backyard lights ,sample0964-0367
965,I need you doin the lights often debasement ,sample0965-0368
966,I prefer its lights are on now ,sample0966-0369
967,He's sure the light intensity is set at four per cent ,sample0967-0037
968,I should like to see red lights ,sample0968-0370
969,I think all the light should be on twenty two ,sample0969-0371
970,I think the light should beyond by now ,sample0970-0372
971,I think the light should be pink ,sample0971-0373
972,I want blue light ,sample0972-0374
973,I want lights ,sample0973-0375
974,I want green light ,sample0974-0376
975,When it less bright know ,sample0975-0377
976,I want it pink in here ,sample0976-0378
977,I want it to be brighter in the selah ,sample0977-0379
978,Be sure the lights are completely darkened by the toilet ,sample0978-0038
979,I wot less rightness ,sample0979-0380
980,I want less light ,sample0980-0381
981,I want less light in the waiting room ,sample0981-0382
982,I warn't level glad to be the setting for the brightness ,sample0982-0383
983,I want lighting in bedroom ,sample0983-0384
984,I want lights ,sample0984-0385
985,I want lights in the kitchen ,sample0985-0386
986,I want lived on in the back yard ,sample0986-0387
987,I want lights on fleece ,sample0987-0388
988,I want living room lights to be changed to pink ,sample0988-0389
989,Short elector of whether toilet ,sample0989-0039
990,I want more brightness in the changing room ,sample0990-0390
991,What were brightness in the pantry ,sample0991-0391
992,I want more light ,sample0992-0392
993,What more like the bathroom ,sample0993-0393
994,And where my child bedroom tab green light ,sample0994-0394
995,I want my cubicle lights to be on too ,sample0995-0395
996,I want pink light snow ,sample0996-0396
997,I want dread lighting ,sample0997-0397
998,I want red lights please ,sample0998-0398
999,I want the bathroom to be warned them ,sample0999-0399
1000,The vague delight in the waiting room ,sample1000-0004
1001,Both the brightness of the lights ,sample1001-0040
1002,I want the brightest lights in the kitchen please ,sample1002-0401
1003,I want the brightness of the lights in the laundry doomed to be fifty ,sample1003-0402
1004,I want the brightness sick to do ,sample1004-0403
1005,I want the brightness copies have been the bedroom ,sample1005-0404
1006,I wonder brightness twill be leather den on my lights ,sample1006-0405
1007,I want the brightness to be speck at twenty ,sample1007-0406
1008,I want the brightness turned up in this room ,sample1008-0407
1009,I want the cellar lay on ,sample1009-0408
1010,I want the ceylon leads off ,sample1010-0409
1011,Bright lights please ,sample1011-0041
1012,I want the cellar lights on ,sample1012-0410
1013,I want the cubism her lights to be at twenty two per cent ,sample1013-0411
1014,I want to cubicle to be brighter ,sample1014-0412
1015,I want to cubicle to be at thirty nine brightness ,sample1015-0413
1016,I won the dining room lights to be tarrant on ,sample1016-0414
1017,When do you tie apartment to be a to bring us ,sample1017-0415
1018,I want the entrance late on ,sample1018-0416
1019,I want the facilities to hoplites on now ,sample1019-0417
1020,I want the house lights to be pink ,sample1020-0418
1021,I want the kid's bedroom to be set to level fifth year ,sample1021-0419
1022,Brightened the large meeting room please ,sample1022-0042
1023,I want the kids like to be pink ,sample1023-0420
1024,I want the kitchen lights to be twenty two ,sample1024-0421
1025,I want the light bulbs to be at level thirty nine ,sample1025-0422
1026,I want the light colored changed to read ,sample1026-0423
1027,I want delight in the garden going on ,sample1027-0424
1028,I want the lights in the lounge to turn on ,sample1028-0425
1029,I want the light intensity to be at level ten ,sample1029-0426
1030,I want the light intensity turned up in the bedroom ,sample1030-0427
1031,I want the light set to tend everywhere ,sample1031-0428
1032,I want the light to beyond ,sample1032-0429
1033,Brightened the lights ,sample1033-0043
1034,I want the lighting increased ,sample1034-0430
1035,I want the lighting situated at twenty two in the dining room ,sample1035-0431
1036,I want the load said good beak ,sample1036-0432
1037,I want the lights decreased please ,sample1037-0433
1038,I warned by light is dim ,sample1038-0434
1039,I wonder lights in the about them but weeping ,sample1039-0435
1040,I want the lights in the bedroom on ,sample1040-0436
1041,I want the lights in the bedroom set to five ,sample1041-0437
1042,I want the lights in the launder room to changed to read ,sample1042-0438
1043,I want the lights in the pantry to be pink ,sample1043-0439
1044,Brightened the lights and the waiting room ,sample1044-0044
1045,I want the lights in the a doin it stood weeping ,sample1045-0440
1046,What glides off ,sample1046-0441
1047,I want the lights off everywhere ,sample1047-0442
1048,When the lige orphan the meeting room ,sample1048-0443
1049,I won the lights on ,sample1049-0444
1050,I want the light on at the two sitting ,sample1050-0445
1051,When the light on for the entire platt please ,sample1051-0446
1052,I want the lights on now ,sample1052-0447
1053,I want the light sat two fifty in the kid's room ,sample1053-0448
1054,I'm on the lights to be at level twenty two ,sample1054-0449
1055,Brightened up the cubicle ,sample1055-0045
1056,I want the lights to be blue in the bathroom ,sample1056-0450
1057,I want the lights to be brighter ,sample1057-0451
1058,I want the lights to be changed to blue ,sample1058-0452
1059,I want the lights to be damned ,sample1059-0453
1060,I want the lights to be increased and brightness ,sample1060-0454
1061,I want the lights to be increased ,sample1061-0455
1062,I want the lights to be lowered ,sample1062-0456
1063,I won't delights to be read please ,sample1063-0457
1064,I want to lights to be turned off ,sample1064-0458
1065,I want to lies to be turned off in the vestibule ,sample1065-0459
1066,Bright that ,sample1066-0046
1067,I want delighted her down in the bedroom ,sample1067-0460
1068,I want the lounged lay it on ,sample1068-0461
1069,I want the parting lets off ,sample1069-0462
1070,When the petiole liked turned on ,sample1070-0463
1071,I want the pair to your room light off ,sample1071-0464
1072,I want the room brudder ,sample1072-0465
1073,I want the studio to be dark ,sample1073-0466
1074,When the toilet lights off ,sample1074-0467
1075,Oh the tall it lights to be a twelve ,sample1075-0468
1076,I want to toilet lights to be on ,sample1076-0469
1077,Like most anxious to pennington gate as little beast ,sample1077-0047
1078,I warned by vegetable right busied seventy three buzzard ,sample1078-0470
1079,I want to vestibule to shine at twelve per cent ,sample1079-0471
1080,I want the waiting room lights had a ten ,sample1080-0472
1081,I want this room at brightness level ken ,sample1081-0473
1082,I want to brighten the laundry room ,sample1082-0474
1083,I want to change the board room brightness the temples ,sample1083-0475
1084,I want to choose the light green ,sample1084-0476
1085,I want to change the light of blue instead ,sample1085-0477
1086,I want to lights to a lower setting please ,sample1086-0478
1087,I want to lower my apartment light please ,sample1087-0479
1088,There ain't no soon miss acted well bunsen ,sample1088-0048
1089,I want to make the light dimmer ,sample1089-0480
1090,I want to make the room brighter ,sample1090-0481
1091,A wan booth had delayed do then ,sample1091-0482
1092,I want to turn off the lights ,sample1092-0483
1093,I want to turn off the patio laps ,sample1093-0484
1094,I want to change the brightness level and the patio to ten ,sample1094-0486
1095,I want you to switch off all the lights and my cubicle ,sample1095-0487
1096,I want you to turn off the lights in the small meeting room ,sample1096-0488
1097,I want you to do in the light of enlightening lease ,sample1097-0489
1098,Brightness to seventy three please ,sample1098-0049
1099,Who would like for light be brighter ,sample1099-0490
1100,I would like for the lights to be pink ,sample1100-0491
1101,I would like green lights please ,sample1101-0492
1102,I would like lights on inside the house ,sample1102-0493
1103,I would like pink lights please ,sample1103-0494
1104,I would like to night beds levelling the begging them to be thirty nine ,sample1104-0495
1105,I would like the brightness of the lights to be leveled fife ,sample1105-0496
1106,I would like the garage lights on fifty ,sample1106-0497
1107,I looked like the knights to be don't honour ,sample1107-0498
1108,I went like the lights less bright ,sample1108-0499
1109,Active ain't the lights ,sample1109-0005
1110,Bring darkness to this room by turning off the lights ,sample1110-0050
1111,I would like the lights to change to green ,sample1111-0500
1112,I would like the lights turned off ,sample1112-0501
1113,I would like the launch laid down ,sample1113-0502
1114,I will make them as to whether to be b ,sample1114-0503
1115,I went like the waiting room lights turned up ,sample1115-0504
1116,I would be sure that the changing room lights be lowered ,sample1116-0505
1117,I'd like these lights on ,sample1117-0506
1118,I would like all laid tough ,sample1118-0507
1119,I'd like from our lights to be flipped on now ,sample1119-0508
1120,I would like front the lights could be blue ,sample1120-0509
1121,Bring the cellar lights up to too ,sample1121-0051
1122,I liked for the lights to go on now ,sample1122-0510
1123,I didn't like it under the darker ,sample1123-0511
1124,I like more alighting in the bedroom ,sample1124-0512
1125,I'd like the bedroom lights to be at ten per cent ,sample1125-0513
1126,I did like the brightness changed in the sid ,sample1126-0514
1127,I would like the brightness that two twenty ,sample1127-0515
1128,If like the brightness turned to him ,sample1128-0516
1129,I'd like to brightness turned up ,sample1129-0517
1130,I'd like the brightness turned up in the garage ,sample1130-0518
1131,I'd like the house lights to be set to twelve ,sample1131-0519
1132,Can the changing room lights be turned on ,sample1132-0052
1133,I'd like the kitchen to be brighter ,sample1133-0520
1134,I liked the light to increase in the pantry ,sample1134-0521
1135,Oh like lives in interest to be on ,sample1135-0522
1136,I like the lights in the laundry rome to be at level twenty two ,sample1136-0523
1137,Like the lights off in the vestibule ,sample1137-0524
1138,I'd like the lights to be shut off ,sample1138-0527
1139,All eyed the lives to be shut down ,sample1139-0528
1140,I like life's returned on ,sample1140-0529
1141,Can the laundry room have green lights ,sample1141-0053
1142,I'd like glide to change in the large meeting room ,sample1142-0530
1143,I'd like the lights to not be so bright ,sample1143-0531
1144,At length the lights turned down in the kid's room ,sample1144-0532
1145,I'd like the living room lights to be a twelve per cent ,sample1145-0533
1146,I would like the bogging loads to win it ,sample1146-0534
1147,I'd like to vestibule lighting to be at thirty nine ,sample1147-0535
1148,I'd like to activate delights in my cubicle ,sample1148-0536
1149,I liked to have pink lighting and the bathroom ,sample1149-0537
1150,I would like to lights to be green please ,sample1150-0538
1151,I'd like to lower the lights in the bedroom ,sample1151-0539
1152,Can the lights be read instead ,sample1152-0054
1153,I prefer to lights were on now ,sample1153-0540
1154,I'd prefer it to be brighter ,sample1154-0541
1155,I'd prefer the bathroom like to be at thirty nine ,sample1155-0542
1156,I prefer the laundry run lights to be turned to green ,sample1156-0543
1157,I'd prefer the lights to be on ,sample1157-0544
1158,I'd prefer the office lights to be on ,sample1158-0545
1159,Out before the dawn it lighting to be at levels dwell ,sample1159-0546
1160,I'm done with the lights in the dining room ,sample1160-0547
1161,I mean the basement these done the lights on ,sample1161-0548
1162,I meant the kitchen and i need some lights ,sample1162-0549
1163,Can the living room lights be turned off ,sample1163-0055
1164,I'm in the kitchen can you give me some lads please ,sample1164-0550
1165,Illuminates the entrance ,sample1165-0551
1166,In the basement turned the brightness to twenty ,sample1166-0552
1167,In the bathroom turn up the light power ,sample1167-0553
1168,In the change in room turned down the light power ,sample1168-0554
1169,And the cubicle and switch off the lights ,sample1169-0555
1170,In the entrance changed the colors to read ,sample1170-0556
1171,In the entrance make the lights pink ,sample1171-0557
1172,In the garage changed the lights to pink ,sample1172-0558
1173,In the gates bedroom meg the late spink ,sample1173-0559
1174,And we change the house sliding to twelve ,sample1174-0056
1175,And then kids bedroom turned the light saw ,sample1175-0560
1176,In the laundry room turned down the light power ,sample1176-0561
1177,In the leaving room make the lights green ,sample1177-0562
1178,In the lounge change it to level too ,sample1178-0563
1179,In the lounge turned the light sah ,sample1179-0564
1180,In the pantry turned down the brightness ,sample1180-0565
1181,In the pantry turn up the brightness ,sample1181-0566
1182,And the small meeting them the lights must be pink ,sample1182-0567
1183,And the cellar set the brightness of the light opes to dwell ,sample1183-0568
1184,Increase brightness please ,sample1184-0569
1185,Can we changed so lights to anything but peak ,sample1185-0057
1186,Increase brightness to fifty ,sample1186-0570
1187,Increase brightness to seventy three ,sample1187-0571
1188,Increase laid brightness ,sample1188-0572
1189,Increase light intensity ,sample1189-0573
1190,Increase lighting an entire apartment ,sample1190-0574
1191,Increase lighting in small meaty room ,sample1191-0575
1192,Increase lights in entire house ,sample1192-0576
1193,Increase the brightness in the changing room ,sample1193-0577
1194,Increase the brightness of the basement ,sample1194-0578
1195,Increase the brightness of the church annelides ,sample1195-0579
